Age,Gender,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PropertyArea,Output
20,Male,66636,26990,112705,107,482,Self-employed,Married,Semiurban,1
38,Female,24068,15380,582801,67,591,Employed,Married,Rural,1
43,Female,30247,31035,119307,59,821,Unemployed,Widowed,Urban,0
53,Male,67121,45813,208760,310,369,Self-employed,Married,Urban,1
59,Female,18285,26117,468530,12,536,Unemployed,Married,Rural,1
54,Female,26136,2498,283313,8,763,Employed,Single,Rural,0
39,Male,62378,47881,777119,337,417,Self-employed,Divorced,Urban,0
59,Female,39787,25483,22668,340,490,Unemployed,Married,Rural,1
29,Female,26425,5728,481514,154,805,Employed,Married,Urban,0
59,Male,20961,18877,240715,293,803,Employed,Married,Semiurban,0
30,Male,35443,26703,56810,17,700,Self-employed,Widowed,Semiurban,0
28,Male,20823,3088,418161,109,616,Employed,Single,Rural,0
33,Male,77409,39049,747732,116,521,Unemployed,Widowed,Semiurban,1
25,Male,73123,23179,647988,268,488,Employed,Widowed,Urban,0
57,Male,27852,47954,547650,178,591,Unemployed,Divorced,Semiurban,1
57,Male,39535,22011,411135,100,522,Unemployed,Married,Semiurban,1
62,Female,9004,12839,419016,326,716,Unemployed,Widowed,Semiurban,0
19,Male,29823,23625,215366,208,706,Unemployed,Widowed,Urban,0
47,Female,56086,18481,623698,50,337,Self-employed,Widowed,Rural,1
47,Female,9131,31753,507873,39,752,Unemployed,Single,Urban,1
29,Male,27649,19558,62026,216,506,Self-employed,Married,Rural,1
27,Female,6099,16771,56376,230,699,Self-employed,Widowed,Semiurban,0
61,Female,52806,31104,19156,269,486,Self-employed,Married,Semiurban,0
28,Female,33571,33066,21239,306,659,Employed,Married,Semiurban,0
32,Male,32580,44420,18014,231,305,Unemployed,Divorced,Urban,1
33,Female,28469,4061,487070,109,432,Employed,Single,Semiurban,0
34,Female,67179,33241,752762,226,772,Unemployed,Widowed,Urban,1
43,Male,26236,16161,797349,339,812,Self-employed,Widowed,Urban,1
19,Female,27110,5057,504781,306,382,Employed,Divorced,Rural,1
29,Female,25430,45847,20350,128,676,Employed,Widowed,Rural,0
43,Female,46407,44173,735182,227,634,Self-employed,Single,Rural,0
40,Female,39948,48936,403958,48,401,Self-employed,Widowed,Rural,1
35,Female,59367,5289,500773,215,587,Self-employed,Single,Urban,0
49,Male,40180,41408,382380,342,330,Employed,Widowed,Urban,0
55,Female,6652,2221,465591,16,613,Self-employed,Married,Rural,1
64,Male,74370,42942,219943,221,453,Employed,Married,Rural,1
20,Female,9084,21635,347341,169,452,Unemployed,Divorced,Rural,1
55,Male,47630,19026,374698,230,531,Self-employed,Widowed,Rural,0
20,Male,55276,7075,286035,230,420,Employed,Widowed,Rural,1
47,Male,4655,22378,462274,251,484,Self-employed,Single,Rural,1
18,Female,59752,35084,279942,151,755,Self-employed,Widowed,Rural,0
47,Female,49670,13681,361719,196,687,Employed,Divorced,Semiurban,0
62,Female,7272,47721,179991,266,525,Employed,Widowed,Rural,1
49,Female,2218,31584,636666,292,494,Employed,Married,Rural,1
45,Female,39471,31245,715862,21,325,Self-employed,Divorced,Urban,0
38,Male,50762,4983,561392,199,493,Unemployed,Married,Rural,0
63,Male,23515,32249,799035,14,318,Unemployed,Divorced,Rural,1
30,Male,36307,31391,567949,7,836,Self-employed,Divorced,Rural,1
44,Female,19986,30897,166037,298,563,Self-employed,Divorced,Urban,0
53,Female,72600,40602,422000,89,814,Employed,Divorced,Urban,0
24,Male,56888,20002,203761,214,770,Unemployed,Single,Semiurban,0
39,Female,13603,10498,337441,63,538,Unemployed,Divorced,Urban,0
27,Female,70024,49411,683929,344,588,Unemployed,Married,Urban,1
56,Male,30897,3206,729462,111,667,Employed,Widowed,Semiurban,0
32,Male,20802,48588,54411,141,711,Unemployed,Single,Urban,0
32,Female,18411,42472,113004,313,321,Employed,Single,Semiurban,1
21,Female,62399,12930,521408,336,653,Self-employed,Single,Semiurban,0
49,Male,62692,10320,163326,82,841,Employed,Widowed,Urban,0
40,Female,59676,28014,105148,330,719,Self-employed,Widowed,Urban,0
23,Male,14770,37946,372717,215,614,Unemployed,Single,Semiurban,0
41,Male,75513,31817,425376,237,628,Self-employed,Single,Semiurban,0
37,Male,39429,38126,311355,130,769,Self-employed,Divorced,Semiurban,0
54,Female,61429,26752,792965,185,762,Self-employed,Divorced,Semiurban,0
37,Male,72085,4507,600420,295,739,Employed,Widowed,Urban,0
29,Male,22337,23925,222761,219,547,Employed,Divorced,Rural,1
50,Female,26507,36276,514924,102,470,Employed,Married,Semiurban,1
45,Male,61596,23689,232677,254,578,Self-employed,Married,Urban,1
25,Female,72509,45670,797790,226,447,Self-employed,Divorced,Semiurban,1
18,Female,10436,15238,321539,18,442,Self-employed,Divorced,Rural,0
54,Female,12086,24807,168107,311,370,Unemployed,Single,Urban,0
39,Male,21851,39522,170531,96,610,Employed,Divorced,Urban,0
23,Male,41732,8921,177359,198,766,Unemployed,Married,Rural,0
38,Female,16842,11204,235964,204,340,Unemployed,Widowed,Rural,0
49,Female,3745,38284,418353,265,655,Unemployed,Widowed,Urban,0
52,Female,14697,38567,655062,69,443,Self-employed,Single,Rural,1
32,Male,5879,35697,742377,335,578,Employed,Widowed,Urban,1
22,Female,20499,46653,173594,237,770,Unemployed,Divorced,Rural,0
63,Female,37035,24893,43941,232,357,Employed,Single,Semiurban,0
65,Female,20651,1530,440273,172,467,Employed,Divorced,Semiurban,0
23,Male,77224,31241,511027,256,465,Self-employed,Widowed,Urban,0
42,Female,78524,24297,78588,191,672,Unemployed,Divorced,Urban,0
63,Male,39249,9302,616226,254,381,Self-employed,Single,Urban,0
57,Male,25849,48906,248795,277,433,Employed,Single,Semiurban,0
46,Female,75309,715,249696,345,663,Unemployed,Married,Semiurban,1
24,Female,31076,9533,338384,143,784,Employed,Widowed,Urban,0
57,Female,72123,40295,624134,114,345,Employed,Divorced,Rural,1
30,Male,35124,7223,586716,323,561,Self-employed,Married,Urban,1
55,Male,17787,13421,310815,49,768,Unemployed,Married,Urban,1
35,Male,55462,27696,278859,347,521,Self-employed,Widowed,Urban,1
19,Female,73035,14066,569871,342,391,Self-employed,Divorced,Rural,1
25,Male,5841,44047,201791,206,318,Employed,Widowed,Semiurban,0
28,Female,46890,21576,360641,109,569,Unemployed,Divorced,Rural,0
50,Female,27402,16585,25706,125,714,Unemployed,Married,Semiurban,0
55,Female,68201,2140,696955,33,546,Unemployed,Married,Semiurban,1
65,Male,25237,42016,793929,112,601,Self-employed,Married,Rural,0
44,Male,44988,36439,18562,285,315,Self-employed,Divorced,Semiurban,0
37,Male,78310,41378,361521,33,802,Self-employed,Single,Rural,0
29,Female,2553,7370,669117,191,694,Employed,Widowed,Semiurban,0
60,Male,15860,29516,236311,200,483,Self-employed,Divorced,Urban,0
48,Male,9045,12022,224267,151,740,Unemployed,Widowed,Semiurban,0
44,Female,76916,18328,165349,265,549,Employed,Widowed,Rural,1
49,Female,58435,2929,180149,182,675,Unemployed,Married,Semiurban,0
27,Male,34261,43727,447466,133,757,Self-employed,Widowed,Urban,0
20,Female,4853,3383,481905,111,387,Unemployed,Single,Rural,0
62,Male,77664,49545,694932,357,645,Employed,Divorced,Urban,1
44,Female,50022,27432,571308,216,689,Self-employed,Single,Urban,0
52,Female,4736,11111,639293,354,479,Employed,Single,Urban,1
48,Male,35724,48338,62264,327,675,Self-employed,Married,Rural,0
32,Female,13440,39778,402386,319,482,Employed,Divorced,Semiurban,1
33,Female,72716,31899,457665,16,628,Employed,Divorced,Urban,0
30,Female,32284,23161,742681,326,789,Unemployed,Single,Rural,0
52,Male,13646,8823,439363,22,499,Self-employed,Divorced,Semiurban,1
28,Female,16342,27432,574232,341,778,Self-employed,Widowed,Semiurban,1
38,Female,67620,33089,54294,71,754,Self-employed,Divorced,Rural,0
28,Male,66261,21053,693071,118,739,Employed,Divorced,Rural,0
47,Male,3935,17447,791652,137,798,Unemployed,Widowed,Semiurban,1
65,Female,44376,24305,467992,76,455,Unemployed,Widowed,Semiurban,1
52,Female,76798,3111,306913,66,758,Self-employed,Widowed,Urban,0
39,Female,79140,27493,329093,319,482,Self-employed,Widowed,Semiurban,0
55,Male,44481,10985,654591,249,735,Employed,Divorced,Urban,0
48,Female,57721,3086,344972,314,345,Employed,Married,Urban,0
31,Male,4838,46203,426820,10,543,Employed,Married,Semiurban,1
41,Male,37330,44930,21771,322,455,Unemployed,Widowed,Rural,0
49,Female,38994,23464,773567,26,693,Employed,Divorced,Semiurban,0
53,Female,32384,41918,328326,191,548,Employed,Divorced,Urban,1
49,Male,47378,36911,212831,214,554,Employed,Divorced,Semiurban,1
32,Female,34643,6332,430930,236,661,Self-employed,Divorced,Semiurban,0
60,Female,18926,39215,305903,19,676,Employed,Divorced,Rural,0
52,Male,40977,42542,464311,357,452,Self-employed,Married,Urban,1
20,Female,25652,40631,531127,84,539,Unemployed,Single,Urban,0
33,Male,65295,3176,262186,187,759,Unemployed,Single,Urban,0
22,Female,12270,2416,203379,83,451,Self-employed,Single,Urban,0
38,Male,63630,40436,395903,302,739,Self-employed,Widowed,Rural,0
27,Male,38417,8651,554228,277,539,Employed,Widowed,Rural,0
36,Female,48894,10486,619816,56,482,Employed,Married,Urban,1
42,Male,58042,18695,799108,262,609,Unemployed,Married,Semiurban,1
21,Male,65253,1229,613276,301,558,Unemployed,Divorced,Urban,0
46,Female,50841,1530,152972,23,759,Unemployed,Married,Semiurban,0
36,Female,54723,45585,440396,295,730,Unemployed,Widowed,Urban,0
60,Female,22317,42347,595484,223,799,Employed,Married,Rural,0
19,Male,57008,35565,647392,105,375,Employed,Divorced,Rural,1
27,Male,38434,1363,357585,154,596,Unemployed,Divorced,Urban,1
60,Male,48125,37270,595201,160,661,Employed,Divorced,Semiurban,0
42,Female,77449,16836,409690,107,482,Employed,Widowed,Semiurban,0
37,Male,76102,20288,660519,120,358,Self-employed,Single,Semiurban,0
65,Male,2557,22380,414145,275,705,Self-employed,Single,Rural,0
36,Female,46383,45869,522359,97,826,Unemployed,Widowed,Semiurban,0
40,Male,8040,49729,435158,26,486,Unemployed,Divorced,Semiurban,1
41,Female,48652,20303,400415,125,324,Unemployed,Divorced,Semiurban,0
28,Female,62941,43972,753036,24,598,Unemployed,Widowed,Rural,0
63,Female,76828,7317,261382,29,491,Unemployed,Single,Urban,0
51,Male,28110,3264,17980,31,430,Employed,Divorced,Rural,0
45,Male,7349,18315,441575,158,803,Self-employed,Divorced,Rural,0
22,Male,32374,37010,358480,306,506,Self-employed,Single,Urban,1
22,Female,44591,12693,444222,207,537,Self-employed,Widowed,Urban,0
38,Female,2057,16566,666636,144,491,Employed,Married,Semiurban,1
29,Female,76039,24811,547660,285,327,Employed,Divorced,Semiurban,0
21,Male,66578,33405,749057,29,406,Employed,Single,Urban,0
59,Male,21121,19856,13168,17,522,Self-employed,Widowed,Semiurban,0
37,Male,7493,49676,759529,140,679,Self-employed,Single,Urban,0
55,Male,69818,27366,292110,86,728,Self-employed,Single,Semiurban,0
42,Male,3431,46970,789217,360,383,Self-employed,Married,Rural,1
31,Female,62469,35138,637192,75,797,Self-employed,Divorced,Semiurban,1
28,Male,64241,42244,665275,209,536,Employed,Divorced,Urban,1
49,Female,47294,42683,699369,84,448,Employed,Divorced,Urban,0
28,Female,13351,10638,266496,284,334,Self-employed,Married,Rural,0
35,Male,34483,20816,634727,204,396,Employed,Single,Semiurban,0
44,Female,33195,20598,479949,299,532,Self-employed,Widowed,Urban,0
35,Male,24735,42541,350618,290,706,Self-employed,Single,Semiurban,0
40,Male,17203,10652,533335,161,824,Self-employed,Divorced,Urban,0
28,Female,5974,16963,283659,81,788,Employed,Married,Semiurban,0
38,Male,41713,48511,205287,224,703,Unemployed,Single,Rural,0
61,Male,14636,32223,683097,329,522,Unemployed,Married,Semiurban,1
22,Female,37070,31024,221068,282,702,Unemployed,Widowed,Semiurban,0
40,Female,31123,3941,427264,270,750,Unemployed,Widowed,Urban,0
58,Female,33812,8387,148999,54,483,Unemployed,Divorced,Semiurban,0
42,Female,30760,8524,69565,103,576,Employed,Married,Urban,1
58,Female,6966,35859,432505,298,685,Self-employed,Divorced,Urban,1
27,Female,18058,37486,450637,26,792,Unemployed,Married,Semiurban,0
39,Male,43482,41617,497723,28,594,Unemployed,Married,Urban,1
36,Male,4998,25279,390264,143,360,Unemployed,Widowed,Rural,1
18,Male,63265,26025,352455,235,445,Self-employed,Single,Semiurban,1
24,Female,68445,17636,90641,331,825,Unemployed,Single,Rural,0
21,Male,36648,41483,181150,34,482,Employed,Widowed,Semiurban,1
18,Female,62623,43224,437759,320,614,Self-employed,Widowed,Urban,0
32,Male,9527,13277,397818,26,335,Self-employed,Married,Rural,1
57,Female,5072,48718,618368,347,355,Self-employed,Single,Rural,1
29,Male,14018,35190,717387,104,340,Self-employed,Divorced,Urban,0
39,Female,31652,40995,473147,68,682,Unemployed,Divorced,Semiurban,0
39,Female,6476,41735,449255,307,468,Unemployed,Single,Semiurban,0
64,Female,29482,49179,468022,138,470,Employed,Single,Semiurban,0
34,Female,64513,7539,472141,20,755,Unemployed,Single,Semiurban,0
46,Male,18219,32853,737613,110,790,Self-employed,Married,Rural,0
63,Male,32448,26811,169584,116,593,Employed,Widowed,Urban,0
31,Female,27120,26928,420146,344,563,Unemployed,Widowed,Urban,1
37,Female,8855,6909,316748,341,546,Self-employed,Married,Rural,1
65,Female,58553,28069,794694,116,447,Employed,Divorced,Urban,1
50,Male,70633,46084,29129,348,740,Employed,Married,Urban,0
60,Female,46585,37421,464250,9,661,Unemployed,Single,Urban,0
32,Female,3084,8033,770543,157,521,Self-employed,Widowed,Rural,0
29,Male,23944,10748,285242,47,407,Unemployed,Widowed,Rural,1
57,Female,35921,46693,343692,31,514,Employed,Married,Urban,1
37,Female,63282,5066,261174,199,429,Self-employed,Widowed,Rural,0
47,Male,53397,45272,720171,13,599,Employed,Married,Rural,1
55,Female,20070,48664,448043,78,734,Employed,Widowed,Rural,0
20,Female,56987,49408,592191,83,661,Self-employed,Married,Semiurban,0
45,Male,58690,11998,74138,153,523,Unemployed,Single,Rural,0
43,Female,63134,13764,28059,327,786,Employed,Married,Semiurban,0
47,Male,61439,34215,177949,73,673,Self-employed,Widowed,Urban,0
30,Female,33489,45379,703142,360,407,Unemployed,Married,Urban,0
30,Female,25178,15858,421104,188,650,Unemployed,Married,Urban,0
19,Female,59956,38468,688758,339,722,Employed,Widowed,Rural,1
54,Female,49802,36111,789829,90,691,Self-employed,Single,Semiurban,0
55,Female,64778,17077,671155,84,375,Unemployed,Married,Rural,0
19,Male,59719,10257,616011,44,549,Self-employed,Divorced,Urban,1
53,Female,35573,47210,350794,311,540,Unemployed,Divorced,Semiurban,0
43,Female,35688,44560,82156,25,525,Self-employed,Single,Rural,1
28,Male,48475,45180,600800,75,772,Self-employed,Single,Rural,0
25,Male,52697,3665,558520,161,562,Self-employed,Widowed,Urban,0
61,Female,35978,35442,411500,122,314,Employed,Widowed,Rural,0
57,Male,31677,43358,263106,33,640,Unemployed,Married,Rural,0
60,Female,12272,16734,110332,103,795,Unemployed,Single,Urban,1
39,Male,8212,8840,67630,334,740,Employed,Married,Semiurban,0
37,Male,23071,12062,116558,156,849,Unemployed,Widowed,Rural,0
25,Female,77236,7044,760288,27,336,Unemployed,Married,Urban,1
46,Male,19297,2063,432790,266,474,Employed,Married,Rural,1
57,Female,53932,22313,459918,65,735,Employed,Married,Semiurban,0
43,Male,58884,27087,227638,168,592,Employed,Single,Semiurban,0
47,Male,30625,45779,201211,119,600,Self-employed,Divorced,Urban,0
34,Male,30831,40181,68683,359,638,Employed,Single,Urban,0
37,Female,58478,18205,79081,201,322,Self-employed,Married,Rural,1
33,Female,64909,12464,431924,50,649,Unemployed,Widowed,Urban,0
63,Male,31367,43550,668147,118,365,Employed,Divorced,Urban,0
60,Female,47813,27132,729841,184,694,Employed,Married,Urban,0
24,Female,22121,42638,426934,275,732,Employed,Married,Rural,0
33,Female,37547,37427,452216,330,328,Employed,Widowed,Urban,1
62,Male,65642,35048,395452,61,382,Unemployed,Married,Semiurban,0
64,Female,26914,3749,144493,352,775,Self-employed,Married,Urban,0
65,Male,19178,35306,475426,272,734,Unemployed,Divorced,Rural,0
44,Male,69258,25592,690956,120,432,Self-employed,Single,Rural,1
40,Male,62563,49595,191683,172,414,Unemployed,Widowed,Semiurban,1
41,Male,52050,18451,747137,359,333,Unemployed,Widowed,Semiurban,1
26,Male,64607,28258,510917,120,377,Unemployed,Widowed,Rural,1
52,Female,67638,44758,775285,85,574,Employed,Single,Rural,1
37,Female,15262,35302,717247,319,643,Employed,Single,Rural,0
54,Male,9453,32856,646757,291,380,Self-employed,Divorced,Rural,1
59,Female,47174,21621,700215,328,371,Unemployed,Divorced,Semiurban,1
34,Female,79760,6577,724497,34,444,Employed,Widowed,Rural,1
64,Female,8172,19694,413991,47,337,Unemployed,Single,Semiurban,1
48,Female,78788,8263,638879,124,773,Unemployed,Divorced,Rural,0
25,Female,19918,17205,759716,67,470,Self-employed,Married,Semiurban,1
32,Female,9197,8072,520562,160,339,Self-employed,Single,Rural,0
48,Female,15677,49967,305166,290,472,Unemployed,Married,Urban,0
47,Male,13039,45306,595736,194,723,Unemployed,Divorced,Rural,1
63,Male,29785,43876,42213,290,498,Unemployed,Married,Semiurban,0
37,Male,6570,40130,325792,109,521,Self-employed,Divorced,Rural,0
56,Female,74242,43002,277859,62,749,Self-employed,Widowed,Rural,0
29,Female,13655,5691,562347,316,727,Employed,Widowed,Urban,0
34,Male,49907,22113,489540,177,747,Self-employed,Widowed,Rural,0
59,Female,11449,1953,717262,161,731,Unemployed,Single,Urban,0
47,Female,26630,4963,479530,170,621,Unemployed,Single,Rural,0
46,Male,76658,38754,20223,338,451,Self-employed,Widowed,Urban,0
36,Male,48371,40520,467029,74,344,Employed,Single,Urban,0
63,Male,12991,27869,321599,63,623,Self-employed,Divorced,Urban,0
28,Female,26887,11445,785765,212,711,Self-employed,Married,Rural,0
51,Female,15859,37759,188799,90,560,Unemployed,Divorced,Urban,0
24,Female,25640,20185,540679,330,518,Unemployed,Widowed,Rural,1
61,Male,50339,8447,93512,106,346,Employed,Married,Semiurban,0
51,Male,55235,34699,549997,297,602,Unemployed,Divorced,Rural,1
37,Female,4512,33640,173728,256,489,Employed,Married,Rural,0
55,Male,23912,7954,540943,225,635,Self-employed,Single,Semiurban,0
41,Male,37515,17945,18111,165,519,Employed,Married,Urban,1
27,Female,17416,38294,266459,192,418,Self-employed,Married,Rural,1
49,Male,74816,12920,424485,92,381,Self-employed,Widowed,Rural,0
32,Male,78510,29984,67275,335,312,Unemployed,Single,Rural,1
54,Male,45746,5560,593820,354,777,Self-employed,Divorced,Urban,1
37,Female,45775,15389,154850,160,598,Self-employed,Widowed,Urban,0
20,Female,14227,24265,637841,360,391,Employed,Married,Semiurban,1
54,Male,15031,41853,97704,285,575,Unemployed,Divorced,Rural,0
57,Female,35000,7715,262994,348,603,Unemployed,Married,Semiurban,0
25,Female,53253,19068,122608,328,572,Unemployed,Married,Urban,1
57,Female,69564,9438,313562,169,711,Self-employed,Divorced,Urban,0
61,Male,20313,49898,503378,73,335,Self-employed,Married,Semiurban,0
